央视频道,#genre#
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65437_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65438_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65439_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65440_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65441_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65442_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65443_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65444_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65445_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65446_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65447_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65448_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/江苏.php?id=tsfile/live/65449_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/上海.php?id=tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/福建.php?id=tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/1/index.m3u8
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/2/index.m3u8
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/3/index.m3u8
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/4/index.m3u8
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/5/index.m3u8
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/6/index.m3u8
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/7/index.m3u8
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/8/index.m3u8
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/9/index.m3u8
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/10/index.m3u8
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/11/index.m3u8
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/12/index.m3u8
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/13/index.m3u8
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/14/index.m3u8
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/15/index.m3u8
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/16/index.m3u8
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林.php?id=hls/17/index.m3u8

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/1/index.m3u8
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/2/index.m3u8
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/3/index.m3u8
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/4/index.m3u8
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/5/index.m3u8
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/6/index.m3u8
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/7/index.m3u8
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/8/index.m3u8
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/9/index.m3u8
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/10/index.m3u8
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/11/index.m3u8
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/12/index.m3u8
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/13/index.m3u8
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/14/index.m3u8
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/15/index.m3u8
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/16/index.m3u8
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林1.php?id=hls/17/index.m3u8

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/1/index.m3u8
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/2/index.m3u8
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/3/index.m3u8
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/4/index.m3u8
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/5/index.m3u8
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/6/index.m3u8
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/7/index.m3u8
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/8/index.m3u8
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/9/index.m3u8
